id,EAP,HPL,MWS
id02310,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000
id24541,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000
id00134,0.00000000000000000000,1.00000000000000000000,0.00000000000003599253
id27757,0.99999999985084286891,0.00000000014930554197,0.00000000000000000000
id04081,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000
id27337,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000
id24265,0.26768384592214672368,0.73231615407784711458,0.00000000000000059353
id25917,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000
id04951,0.00000000000535539713,0.99999999999454303179,0.00000000000000000000
id14549,0.00000017175284217939,0.00000081641974561479,0.99999901182738937244
id22505,0.30260188942886440122,0.69739811057116196658,0.00000000000000000000
id24002,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000
id18982,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000
id15181,0.00000000000000000001,1.00000000000000000000,0.00000000000000000000
id21888,0.00000000000000000000,1.00000000000000000000,0.00000000000000000006
id12035,0.99910326811895067145,0.00089658478539574905,0.00000014709564336489
id17991,0.99999999999988631316,0.00000000000008273422,0.00000000000000000000
id10707,0.00000000000000051999,1.00000000000000000000,0.00000000000000000002
id07101,0.99999999861984179006,0.00000000000000000002,0.00000000138015486236
id00345,0.99999993923757035663,0.00000006076229921151,0.00000000000006639140
id05912,0.00000141408018937241,0.99999858591977441868,0.00000000000000029787
id13443,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000
id09248,0.00000000000000000004,0.99999999998976818461,0.00000000001020712685
id17542,0.00000000000000003884,1.00000000000000000000,0.00000000000000000001
id06995,0.00952269231889696192,0.99047730768110653354,0.00000000000000000000
id25159,1.00000000000000000000,0.00000000000000000000,0.00000000000000000001
id25729,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000
id26949,0.00000000010991422749,0.99999999989006482792,0.00000000000000000000
id27191,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000
id07668,0.00000005419790425760,0.99999994580230266994,0.00000000000000000000
id02230,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000
id15553,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000
