id,EAP,HPL,MWS
id02310,0.22124256614125334397,0.14845097761389988711,0.63030645624485304168
id24541,0.00002868009441445376,0.03220771101699663325,0.96776360888860946119
id00134,0.10285019822257122912,0.89664942201739439298,0.00050037976004101235
id27757,0.00000591042043846405,0.99145433507420910324,0.00853975450537753852
id04081,0.57342879892199138947,0.06982287555084089326,0.35674832552717300471
id27337,0.00028844954138977148,0.99849264507973933824,0.00121890537885947499
id24265,0.05683630559149976252,0.69023793825240609134,0.25292575615609530493
id25917,0.69644335872280871413,0.30207040410429120136,0.00148623717290279414
id04951,0.95359973995880653597,0.04606947122659903193,0.00033078881460281185
id14549,0.79325158687715724426,0.04969720352863839230,0.15705120959420160176
id22505,0.00000672513083274762,0.50195747133198875822,0.49803580353718618356
id24002,0.99946348920128269544,0.00009782972323794596,0.00043868107548480955
id18982,0.00535474407726991165,0.98578802015079047827,0.00885723577195049808
id15181,0.32823407255656911197,0.66081236796539999379,0.01095355947803141466
id21888,0.78982035013476825647,0.13515637639655303515,0.07502327346867668223
id12035,0.19621020020444088217,0.14892739183581335527,0.65486240795974282047
id17991,0.01267220401293654534,0.07566322790255128328,0.91166456808451190597
id10707,0.38453593363362525981,0.00304082007417478184,0.61242324629220146193
id07101,0.02150151917170986873,0.75743056066020508776,0.22106792016808218815
id00345,0.99970992871728237006,0.00007137178093902768,0.00021869950177563969
id05912,0.32442678557030379949,0.20684440952780122625,0.46872880490189799962
id13443,0.90993025715458097924,0.08306066262519501420,0.00700908022023410005
id09248,0.61089925889522256330,0.38640377006776566171,0.00269697103701176284
id17542,0.68457768614995839762,0.00624398203167505616,0.30917833181836562595
id06995,0.97600138155622295777,0.01702054686295836200,0.00697807158082105854
id25159,0.86045485409307886915,0.09860918749464168964,0.04093595841228033633
id25729,0.72323496522157471045,0.27602334961747548858,0.00074168516094482914
id26949,0.10151085157688893856,0.81067401808859951284,0.08781513033451460171
id27191,0.51675088830939430729,0.46950875320099472177,0.01374035848959953045
id07668,0.17504262603350548289,0.81319865165054494582,0.01175872231592374126
id02230,0.97407315915375369819,0.01928043930076525636,0.00664640154548243670
id15553,0.68803989179429814182,0.07016279434528803483,0.24179731386041208863
id25688,0.88828914852165374860,0.01205320989516682137,0.09965764158317017007
id17545,0.04980246942749083638,0.82068006954421179877,0.12951746102830366536
id13929,0.69118022995709360590,0.11658207918371212009,0.19223769085919739652
id12880,0.74270167181771384879,0.25022218892510544874,0.00707613925718434018
id19282,0.72298340517926551474,0.27231607614762126657,0.00470051867311266098
id14690,0.70192682204514300626,0.04899091775472417393,0.24908226020013077284
id17975,0.02542072671853822310,0.89889250651456209518,0.07568676676689663207
id08037,0.00131247505518792781,0.90185290376232551957,0.09683462118248252481
id15412,0.19159801366978385095,0.40801369067624332354,0.40038829565396688581
id25032,0.19319419635824044978,0.21680565539574725431,0.59000014824601054730
id27165,0.25219982135920987476,0.13579778687035184981,0.61200239177044046812
id03327,0.18063498984884632237,0.73415318126850837022,0.08521182888265937949
id18515,0.00960282670703188276,0.92646997562498834000,0.06392719766798343750
id21003,0.00486659945998305088,0.96003526400878802516,0.03509813653123469712
id23855,0.28047386961478415479,0.23997755872322953929,0.47954857166199066354
id20724,0.61388369968012646005,0.34445511395983963165,0.04166118636003286746
id13303,0.00110347112116400284,0.97808986381871776405,0.02080666506012829320
id16521,0.00033472218079887915,0.98194812394946517919,0.01771715386972529810
id20775,0.89433937845352662332,0.06439447574903581217,0.04126614579743714817
id13029,0.96787405229554790420,0.02897102431253538446,0.00315492339190954303
id14660,0.13779920450016033828,0.44410967429562897557,0.41809112120420433012
id11028,0.66286990985403237975,0.08481140016791650915,0.25231868997805551036
id14180,0.10080209616922644611,0.89888384922443198555,0.00031405460634921560
id25860,0.00124841909885099679,0.69269094915307749538,0.30606063174804526428
id11910,0.17838503591690071937,0.02939553908969797305,0.79221942499339970123
id08065,0.06205874633458286632,0.37927864601165911518,0.55866260765376218878
id22674,0.00208317340580376842,0.00449476947802191114,0.99342205711617681541
id25018,0.98020028396815450655,0.00832533941754094557,0.01147437661429916676
id10892,0.87605564411350644871,0.09948365238479256467,0.02446070350167666232
id10217,0.01669394163480749510,0.95936279680671487924,0.02394326155847062779
id12996,0.46171732139020366104,0.29700120085347581078,0.24128147775632155514
id18262,0.01272350194189486236,0.98554870214456180566,0.00172779591353841729
id08606,0.00199090907452219084,0.97092579207147011733,0.02708329885400314122
id17233,0.27574604041614475536,0.53212366965743740366,0.19213028992641797976
id00101,0.08885141107628173607,0.64234600738018621247,0.26880258154352737465
id12225,0.26855065803550254300,0.07534297421955483964,0.65610636774494202061
id01364,0.20410259529512556065,0.54780109150875944124,0.24809631319612107658
id24973,0.01570090388261728351,0.02516161426015421643,0.95913748185723513018
id25363,0.00260690113967199490,0.99734436232316159288,0.00004873653717116868
id10061,0.00355770824372239787,0.11854347653734131907,0.87789881521892654259
id17673,0.05511214318294676423,0.21409198722548011817,0.73079586959157805115
id13249,0.85642973785698117695,0.02129179127752749839,0.12227847086549335776
id10107,0.97575929170881581243,0.01442098110287640643,0.00981972718829558951
id04403,0.98229795582342926963,0.00018950504375883940,0.01751253913282326338
id25728,0.14302042868642311779,0.83842043447105130127,0.01855913684251996737
id16184,0.00287870992927830981,0.99618548506606419135,0.00093580500465928950
id03438,0.44197582860887424383,0.12788606359317117311,0.43013810779795541572
id22923,0.81119035603596978401,0.03470331863155492330,0.15410632533247733966
id08610,0.26474029124753795106,0.54692855364301484755,0.18833115510945883098
id25355,0.77728424663093731439,0.21307040201826077386,0.00964535135080862339
id16916,0.33289216112462410857,0.22360875311813277477,0.44349908575724261706
id12793,0.00075852158299409686,0.26922067500925178640,0.73002080340776331902
id11859,0.86753407891365175164,0.05755416312835803100,0.07491175795798947490
id02434,0.04941301370952445871,0.81903571970792021784,0.13155126658254606697
id27703,0.06287942278261784979,0.00191131742323746336,0.93520925979413860318
id25212,0.00056537616073440834,0.54765683022304101346,0.45177779361621583920
id11308,0.06030512156311740313,0.20302615167540211116,0.73666872676147998611
id26094,0.42735052619654922967,0.48270366791475349810,0.08994580588869170723
id22080,0.67004893728453662760,0.12532329449985279979,0.20462776821561304286
id03545,0.01239227750803352859,0.97731871778314582944,0.01028900470881861755
id23725,0.98970959045986561797,0.00994153256263898520,0.00034887697748970975
id12009,0.88333777463444262956,0.08548371187356715306,0.03117851349198650160
id24241,0.23859046584072074459,0.17850005605018295918,0.58290947810909554683
id03596,0.00027464382163236531,0.00436903938772993227,0.99535631679065006416
id10749,0.58955645533370715228,0.37700879414814736368,0.03343475051813606796
id22794,0.02592781799968216921,0.96938504712354378601,0.00468713487678429613
id15482,0.04766257263562105606,0.92580469665676667912,0.02653273070760686289
id04833,0.16786624246303832875,0.82330305500338207825,0.00883070253356795475
id00397,0.02376198338159883280,0.97470571903047920070,0.00153229758791554888
id14691,0.00141462755833347918,0.16260225163587763153,0.83598312080580960970
id05193,0.66206351887347814067,0.04392278377616450763,0.29401369735036370079
id19541,0.00641234291917899043,0.93643049272253520154,0.05715716435829876901
id22166,0.02716312930389062560,0.96557713932744004826,0.00725973136866955773
id20744,0.03145966159401628742,0.00246660839460808613,0.96607373001138230340
id10392,0.98397153215266786042,0.00854157803588238666,0.00748688981143488287
id00770,0.00133118015069262304,0.99469110494650636589,0.00397771490281114033
id06018,0.83059494679674517048,0.00786511810313214599,0.16153993510012196189
id15678,0.26023569716925359918,0.36635533798706093611,0.37340896484367369634
id08305,0.77341125894323392576,0.10849182975371811366,0.11809691130304456053
id08903,0.73131219194225505209,0.21519778445335410733,0.05349002360438753073
id14752,0.08438196798824477984,0.91510637872295896855,0.00051165328881040023
id12468,0.39434179536119484677,0.55088071237039459849,0.05477749226840560037
id05085,0.02446753072044723434,0.85251107715832619149,0.12302139212123000545
id21993,0.02778975118767949837,0.95109275694092287878,0.02111749187140115822
id15503,0.57064294957982164558,0.28481278098980788993,0.14454426943036341457
id03021,0.05166026024470547068,0.90581167614365898366,0.04252806361165798604
id16123,0.00508476831277109801,0.99359361344015795225,0.00132161824706268031
id19383,0.00001344751345734816,0.99963784642489217358,0.00034870606163889928
id04186,0.93567218276467956084,0.04880265353051478627,0.01552516370480152078
id17954,0.00462628005636426740,0.05970745820186002667,0.93566626174175471231
id12030,0.53319539551594818949,0.44738418602870116958,0.01942041845535046399
id13020,0.78144419868165060361,0.19996495740131164931,0.01859084391703318129
id25327,0.18918136865678539249,0.80893886726152008926,0.00187976408172234105
id16344,0.98751970856027049273,0.01192851323630286613,0.00055177820342967865
id12303,0.23136450086113985458,0.05645078637349817963,0.71218471276536887693
id15017,0.04518649919704830625,0.95444490283572269718,0.00036859796720277547
id22308,0.34932911558028845178,0.35866934112488901842,0.29200154329481986526
id06536,0.03972209874369603960,0.10898455759303402046,0.85129334366327269468
id19797,0.49590431722477595899,0.06273351783567993056,0.44136216493954372186
id06332,0.22983943332158077166,0.76571998403920094045,0.00444058263923201909
id22941,0.32577309655618280626,0.65277137760100323316,0.02145552584281997660
id13547,0.11090239609601000581,0.76777385037455336825,0.12132375352944080316
id06928,0.00935202391923898799,0.11689987769503877579,0.87374809838572664589
id12521,0.98951856772428903319,0.00229190827344571794,0.00818952400225762996
id25716,0.17379800918352750205,0.26005192010799083047,0.56615007070847878090
id27116,0.01279335065098411925,0.68321332045051363924,0.30399332889849645101
id19941,0.13870093823109402864,0.11286724266531543426,0.74843181910358624886
id05711,0.56264701305094699801,0.43392431518712920591,0.00342867176190998421
id02097,0.03678451297938752779,0.95760489464264963999,0.00561059237795268322
id03563,0.73323016216108194421,0.14523345742640927925,0.12153638041250257318
id02295,0.04673203517695061204,0.83909514513394267698,0.11417281968910418521
id08179,0.00769525192074010239,0.26595417199821935750,0.72635057608109698801
id05332,0.51129420944031889196,0.41091070994884970613,0.07779508061083065251
id15697,0.01060311845855999198,0.83919936193164823557,0.15019751960979002559
id17026,0.79404684651735890633,0.03523417955546748886,0.17071897392717522157
id04243,0.53364722779864659508,0.14083751152780846216,0.32551526067353836469
id13175,0.00922900314335202421,0.99075444549939128969,0.00001655135725226033
id05387,0.16922032807967998802,0.75258181079287500559,0.07819786112745301387
id19989,0.05165010060710595319,0.33700752927292559891,0.61134237011997361044
id25173,0.00031084623192714008,0.99716826123072910271,0.00252089253735482540
id08925,0.02001755546794416196,0.02159326958037848659,0.95838917495167097460
id03034,0.95446016250455500973,0.02249541728729760257,0.02304442020814463643
id13272,0.01935513449758502133,0.16084501832740732974,0.81979984717500387070
id07956,0.16428694907344515430,0.40620253104858322635,0.42951051987797567167
id02648,0.19377035426306954413,0.25291063844412831063,0.55331900729280014684
id01778,0.55101391209692318629,0.15840717945932744626,0.29057890844375561246
id12846,0.00495328128500799065,0.96070654743007144472,0.03434017128492369147
id19001,0.10903038281441033985,0.14549941797378376784,0.74547019921180346369
id05763,0.03010891505703159124,0.53285128154629346486,0.43703980339667364285
id15590,0.60080622750043455316,0.39216850095784505648,0.00702527154171925152
id04912,0.11623023197999399203,0.64548732559135146847,0.23828244242864066171
id21201,0.88758104066876564175,0.02817707434689389542,0.08424188498433858585
id13215,0.23794890790401701519,0.03877953856014995648,0.72327155353583394426
id15612,0.05570086170640897727,0.55318535369146970559,0.39111378460212348207
id18501,0.09634526444864212336,0.54035040791633404123,0.36330432763502396032
id07223,0.23961653305340030462,0.19412034390097596126,0.56626312304562176347
id06707,0.42958042632877346811,0.53697359771191799371,0.03344597595930873246
id05238,0.81581810558156420132,0.18401682657394693998,0.00016506784449501371
id00935,0.00715281443660356273,0.99282743049085464548,0.00001975507253269231
id00110,0.84481865045160842165,0.15504672822265369581,0.00013462132572458202
id17476,0.19451589640217217814,0.79275723505114681355,0.01272686854667476331
id15170,0.00152613464071456751,0.83114647874937264138,0.16732738660991194890
id13397,0.00611484757996561944,0.98464499734636568018,0.00924015507365737523
id24283,0.08352423469776394660,0.01330155638467396886,0.90317420891755839651
id15234,0.68097456029310210468,0.30057795752379806720,0.01844748218309557111
id16884,0.03603274428120629980,0.93841114657887569894,0.02555610913991340077
id07831,0.85355660483819284501,0.05223427831121362636,0.09420911685058772078
id16038,0.42256692118030875216,0.27576888690616868649,0.30166419191352344953
id03629,0.63569825889991737888,0.08066707881358288479,0.28363466228650224821
id21019,0.43816747986817505822,0.37152075083526880928,0.19031176929655757579
id21835,0.10806702345936398946,0.17206582883101928516,0.71986714770961512944
id04480,0.99429120950656280087,0.00034700505542831878,0.00536178543800734046
id20838,0.07261331234208541485,0.90146246083467707066,0.02592422682323481525
id24195,0.22103408824079398554,0.57699097044536673540,0.20197494131384000071
id05448,0.21022115499913610059,0.30207365853940421063,0.48770518646145161190
id15957,0.87161708836453899440,0.10533719399701180208,0.02304571763845033108
id19956,0.90046083381706432114,0.02598248609205956391,0.07355668009087312775
id15104,0.06685814852041936651,0.76866574974403811815,0.16447610173554813584
id17559,0.41070191785360055103,0.32227784072392962056,0.26702024142246350014
id16839,0.01812861889446990005,0.70018312443907915199,0.28168825666644997652
id14493,0.44302782351815045425,0.31806629960594035023,0.23890587687590481014
id08833,0.00992002155895663727,0.31937313226724350912,0.67070684617379838777
id15723,0.29092461351477433285,0.18985858291625257177,0.51921680356897170761
id02716,0.65705925217544725037,0.09548746552968236101,0.24745328229485694105
id06689,0.08153675438477522852,0.91629121121318790610,0.00217203440204869662
id18837,0.05510384535148892676,0.03858321997721427671,0.90631293467129558916
id04466,0.38191602611751396257,0.49917315053257138580,0.11891082334992396363
id00686,0.01385252781185249311,0.98395149888872202038,0.00219597329942622290
id09010,0.04015450391182771861,0.69188220479650797134,0.26796329129166207572
id23353,0.68206633766393598428,0.02230073046667701078,0.29563293186938333079
id00066,0.61431893621752531320,0.31586718230999455415,0.06981388147248246412
id15724,0.48978223679751464736,0.01482424106714738850,0.49539352213533771607
id23486,0.02014984818715421372,0.97018600676712540842,0.00966414504572736706
id22258,0.70036222898783806468,0.24225677130610609455,0.05738099970605514688
id02292,0.56933876093920876560,0.37270401955690618534,0.05795721950388436211
id16356,0.00088096295464260108,0.99910607225357650485,0.00001296479178319478
id00235,0.49206960398149562907,0.50502881595034010420,0.00290158006817486502
