id,EAP,HPL,MWS
id02310,0.00143058295440083127,0.00009084114030434733,0.99847857590530197935
id24541,0.99999868556626536620,0.00000130690357988153,0.00000000753017239407
id00134,0.00249704065673814462,0.99750204007511733550,0.00000091926813663991
id27757,0.31609973810571478925,0.68389990937080458178,0.00000035252347953087
id04081,0.95955086227422370371,0.00620009996671588848,0.03424903775905976250
id27337,0.85691513117038009550,0.14295668811532133424,0.00012818071429947288
id24265,0.97816980501298211870,0.01403411592136393458,0.00779607906565432662
id25917,0.00013387514047169980,0.00028226775183500549,0.99958385710768415944
id04951,0.99992495985696794314,0.00007503580179798332,0.00000000434123093499
id14549,0.94481618691104385377,0.00992518349308195089,0.04525862959587088202
id22505,0.00282604069304216157,0.05828659190289137843,0.93888736740404921122
id24002,0.00000001971053545755,0.99999997927244543838,0.00000000101704091760
id18982,0.00491551364329972321,0.02839140598302586013,0.96669308037366652453
id15181,0.00007297231752630440,0.99992456687562936146,0.00000246080683880551
id21888,0.61274447032196688312,0.13347168085208122035,0.25378384882595128591
id12035,0.00007428309869114294,0.00000311377133859902,0.99992260312997360838
id17991,0.20228038845996565431,0.00203899712061577330,0.79568061441942139478
id10707,0.99999999962923880048,0.00000000008444036873,0.00000000028631120699
id07101,0.31757407963984590760,0.04816384897895378825,0.63426207138119683471
id00345,0.55189820400227085351,0.44702318052155226580,0.00107861547617493845
id05912,0.98984535884306412701,0.00130211195179407487,0.00885252920514234196
id13443,0.99797749666763990728,0.00011111371156948798,0.00191138962078176919
id09248,0.11750500026760236916,0.11497156322252030658,0.76752343650987708834
id17542,0.01427276199319579657,0.97544216000919303777,0.01028507799761230190
id06995,0.00056995092777002937,0.00000031060881281774,0.99942973846340454891
id25159,0.55111432701908613652,0.00507380566340307707,0.44381186731750715824
id25729,0.95659794404627329634,0.03516097792596219879,0.00824107802776916608
id26949,0.99405016371977528156,0.00497185551703143141,0.00097798076319904372
id27191,0.00576835310353175906,0.00000000574177207118,0.99423164115466955426
id07668,0.00296858958423637997,0.00000000030939405068,0.99703141010637930108
id02230,0.00623661645124978445,0.00375418338246332741,0.99000920016628035647
id15553,0.99999999853486087886,0.00000000006195899504,0.00000000140320576909
id25688,0.00000014944754777866,0.99999582324616376194,0.00000402730629176572
id17545,0.99398089999432037711,0.00133532377893541879,0.00468377622674877748
id13929,0.33509832168473174807,0.48132019139888670978,0.18358148691637549144
id12880,0.52080011696016825784,0.37364629868746479513,0.10555358435237661985
id19282,0.83136243290759281876,0.03311631166288824674,0.13552125542952295212
