id,EAP,HPL,MWS
id02310,0.97927509068158247185,0.00004034158124736203,0.02068456773716268252
id24541,0.00000000000000000000,0.00000000006336543668,0.99999999993679011823
id00134,0.00000156432497589088,0.99999843567511137454,0.00000000000000000000
id27757,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000
id04081,0.94051613990195725989,0.05948386005539216953,0.00000000004266083472
id27337,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000
id24265,0.00000000000000000000,0.99999999989427124092,0.00000000010570758767
id25917,0.02794657410310202872,0.97205342589694010424,0.00000000000000000000
id04951,0.99999999999977262632,0.00000000000027661733,0.00000000000000000000
id14549,0.99999999987369392329,0.00000000000000000056,0.00000000012629584277
id22505,0.00000000000000000000,0.96395065693030435039,0.03604934306957724433
id24002,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000
id18982,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000
id15181,0.00000001722229344653,0.99999998277780843825,0.00000000000000000000
id21888,1.00000000000000000000,0.00000000000000000038,0.00000000000000000000
id12035,0.00031439651622973587,0.00000000078682143436,0.99968560269695305731
id17991,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000
id10707,0.00005363979390919641,0.00000000000000000000,0.99994636020603966386
id07101,0.00000000000000543013,1.00000000000000000000,0.00000000000000523594
id00345,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000
id05912,0.00000611857322660455,0.00000000000024921423,0.99999388142653633516
id13443,1.00000000000000000000,0.00000000000000016437,0.00000000000000000000
id09248,0.00062550958361247151,0.99937449041640813441,0.00000000000000000000
id17542,0.99999237191973555650,0.00000000000000000000,0.00000762808028706699
id06995,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000
id25159,0.99999999992883203959,0.00000000007117240564,0.00000000000000000000
id25729,1.00000000000000000000,0.00000000000000000600,0.00000000000000000000
id26949,0.99999988455704835744,0.00000011521011281405,0.00000000023280778732
id27191,0.99998999074803374132,0.00001000925194515772,0.00000000000000000000
id07668,0.92189424766619498808,0.07810575233383541816,0.00000000000000000000
id02230,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000
id15553,0.83838400033179472093,0.00801986774276153801,0.15359613192549956273
id25688,1.00000000000000000000,0.00000000000000000000,0.00000000000000000015
id17545,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000
id13929,0.99999999999994315658,0.00000000000000000010,0.00000000000008392280
id12880,0.99986292991013336895,0.00013707008994489275,0.00000000000000000000
id19282,1.00000000000000000000,0.00000000000000781170,0.00000000000000000000
id14690,0.98238803237454719319,0.01761196753726677194,0.00000000008818922551
id17975,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000
id08037,0.00000000000000000000,1.00000000000000000000,0.00000000000000001240
id15412,0.00000000244106063000,0.99999999751099721834,0.00000000004792637144
id25032,0.00000000002129761208,0.00000000625472458274,0.99999999372397496700
id27165,0.00000042595158534673,0.00000000000000000000,0.99999957404836525843
id03327,0.00023567043081334786,0.99976432956922456352,0.00000000000000000000
id18515,0.00000000000000000613,1.00000000000000000000,0.00000000000000771340
id21003,0.00000000000000000000,1.00000000000000000000,0.00000000000000000705
id23855,0.01200172067475311841,0.00000000767183619376,0.98799827165338527379
id20724,0.95894310614969013873,0.04105689385030143745,0.00000000000000000510
id13303,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000
id16521,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000
id20775,0.99999892242648302787,0.00000107757347632037,0.00000000000000000000
id13029,1.00000000000000000000,0.00000000000000001075,0.00000000000000000000
id14660,0.00004444502672097716,0.00228648437265288954,0.99766907060065146418
id11028,0.99999998303667336774,0.00000000010108569160,0.00000001686228473581
id14180,0.00000000000000000880,1.00000000000000000000,0.00000000000000000000
id25860,0.00000000000000000000,0.99999508746783916102,0.00000491253225490287
id11910,0.00011062681247281102,0.00000000000000000000,0.99988937318750525929
id08065,0.00000000000000000161,0.14522162013742287434,0.85477837986259308511
id22674,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000
id25018,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000
id10892,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000
id10217,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000
